instance,seed,igd
3,0,1.09283717804095
3,1,0.7214954903848728
3,2,1.3867417764030077
3,3,0.466491012223968
3,4,0.8089759997213075
3,5,0.5787978868562996
3,6,1.2020278344635085
3,7,1.4524731276572032
3,8,1.7012930038921223
3,9,0.33185618912190823
3,10,2.009522645311771
3,11,0.733661228619855
3,12,0.5154787387182039
3,13,1.1432077397602645
3,14,1.0611239601749591
3,15,1.1060231961741314
3,16,0.6327158152214502
3,17,0.3249635508137945
3,18,1.1009822106276415
3,19,0.3181910367591731
3,20,1.0723153856411969
