instance,seed,solution_id,cost,tw_violation
3,9,2,45622.14780304767,69.97849749818847
3,9,3,45479.151304062165,71.34351545074134
3,9,4,45485.7168871194,70.70494974689298
3,9,5,45487.88322950393,70.65461348998518
3,9,6,45507.56486229618,70.28866526887467
3,9,7,45882.62475915093,65.04717384390324
3,9,8,45883.47056517672,64.99041602934722
3,9,9,45886.56118405087,64.93866415033199
3,9,10,45938.32152933708,64.57575211966892
3,9,11,45888.096095217144,64.76450276540595
3,9,12,45889.41289848782,64.7458297295141
3,9,13,45517.47622765853,70.1918690161651
3,9,14,45559.910609703074,69.98362204313179
3,9,15,45922.05247857493,64.64406383340582
3,9,16,45528.668721546404,70.10266121101544
3,9,17,45548.65579945345,70.00299308729714
3,9,18,45903.69726499211,64.73055090789416
3,10,0,47052.33531521032,109.37502010278695
3,10,1,46014.72319575252,134.38089100936168
3,10,2,46064.17925270443,134.06916563457074
3,10,3,46064.51012846219,131.3586962177542
3,10,4,46093.980388745455,131.17079769173006
3,10,5,46106.666995751766,130.75696950970487
3,10,6,46487.932077028534,109.55280241776057
3,10,7,46219.20415902714,121.31682092534524
3,10,8,46221.856504037045,117.2962562118033
3,10,9,46243.838272051464,116.16157134929085
3,10,10,46371.62653329584,109.96944373728456
3,10,11,46330.77650614786,111.65641516736832
3,10,12,46357.21517446295,110.27817835010947
3,10,13,46321.20919619845,112.58608539502023
3,10,14,46264.64765305411,115.36057520715153
3,10,15,46310.587832847414,113.18310517899707
3,10,16,46270.335831865064,113.32973051300769
3,11,0,46528.45661633176,87.7575492299947
3,11,1,46218.478149233255,104.43721812814682
3,11,2,46458.05918413162,93.78917684434018
3,11,3,46231.792143913124,104.04555593311534
3,11,4,46245.85593349544,101.21357168238738
3,11,5,46333.55134789818,94.25486033347806
3,11,6,46647.649886585314,83.08388489442876
3,11,7,46252.47664153381,101.12739523261153
3,11,8,46320.152593122824,94.80499632157216
3,11,9,46663.24772138499,82.65347315148519
3,11,10,46681.59920189029,80.77095582247243
3,11,11,46725.97542883173,78.46996545952585
3,11,12,46268.53871358126,101.07963876491847
3,11,13,46269.476203427475,100.65511483494768
3,11,14,46274.77353898645,94.93005791073143
3,11,15,46707.24921096067,78.8502397839026
3,11,16,46701.20466452035,80.55918529466798
3,11,17,46704.06725386598,79.82888623153111
3,12,0,46166.2071294629,75.66024317186765
3,12,1,46166.2071294629,75.66024317186765
3,12,2,46962.11890885628,72.02441999134692
3,12,3,45775.24536139697,77.6325543471799
3,12,4,45787.83601860552,77.58973767822619
3,12,5,45788.100810886695,77.57271975672757
3,12,6,46989.23428394559,71.78440398466003
3,12,7,46257.49711851202,75.24280858726041
3,12,8,46257.49711851202,75.24280858726041
3,12,9,45867.60294764215,77.09209665768901
3,12,10,45794.03131713603,77.49040829969795
3,12,11,46219.00970011226,75.51367870203012
3,12,12,45817.29792973924,77.24797386419442
3,12,13,46999.92521669382,71.75468105857846
3,12,14,45800.91697599859,77.40571589271599
3,12,15,46243.72263800187,75.25873790301114
3,12,16,45842.939819255844,77.21654459482113
3,12,17,47021.53720130037,71.6136692550381
3,12,18,47020.96720936839,71.72539392715754
3,13,0,46722.531348057295,108.61425446393133
3,13,1,46756.87312587436,91.1558504482993
3,13,2,46762.1561783826,90.48707117973433
3,13,3,46775.91715263411,90.00162144603809
3,13,4,46773.729251515724,90.28094218049387
3,14,0,46544.70284553045,89.38497777614569
3,14,1,46626.13787345577,88.31407475830446
3,14,2,46622.08867781852,88.33592330270318
3,14,3,46548.830501723496,88.71352140800394
3,14,4,46594.907865322384,88.34824148512388
3,14,5,46553.65277696056,88.5559973787945
3,14,6,46554.17836712021,88.49321035474944
3,14,7,46582.78157427623,88.35587158559215
3,14,8,46557.44406407001,88.42516741636467
3,14,9,46558.677822249636,88.4105837091997
3,14,10,46571.61419883037,88.36276174516192
3,14,11,46563.823452913784,88.38400100900185
3,15,0,47274.80262725011,88.20112520382965
3,15,1,47089.41644243976,90.61487799653324
3,15,2,47103.75083467366,90.1046381461629
3,15,3,47207.06287648222,88.21841428772568
3,15,4,47205.73044291142,88.22887435884357
3,15,5,47208.02616947063,88.21198244756962
3,15,6,47109.19911216083,90.01253302630539
3,15,7,47185.38324535506,88.23671572893521
3,15,8,47187.3816577684,88.23349865855312
3,15,9,47120.76659113951,89.63487211236257
3,15,10,47142.534227326876,88.29595005138262
3,15,11,47164.117983799646,88.26909165811401
3,15,12,47138.9501535462,88.4773012219987
3,16,0,41022.345976871744,81.0161275494481
3,16,1,41193.02858085363,80.88649787411956
3,16,2,41194.20031847265,80.78228386552945
3,16,3,41210.744096521405,80.64304347577311
3,16,4,41657.1404390393,80.47730426976139
3,16,5,41302.29432229482,80.59568130834197
3,16,6,41414.53783123955,80.56523157647658
3,16,7,41434.86699879661,80.56036370401384
3,17,0,41540.34840958071,82.97389886891783
3,17,1,47408.39895531302,75.07181751430285
3,17,2,47427.78028806949,74.93636640962069
3,17,3,47451.29178035767,74.77925063368939
3,17,4,41594.25006095129,80.58327864086795
3,17,5,41604.40726166308,78.64341433294251
3,17,6,47815.43439567549,74.74754791368747
3,17,7,41703.939789420314,77.80645410670058
3,17,8,41855.92945882502,77.48157798649802
3,17,9,41755.1537792224,77.5240647324717
3,18,0,47680.09091005251,86.84554136547847
3,18,1,47690.03090962193,86.82396476711668
3,18,2,47714.985647696056,86.82236857297914
3,18,3,47718.37308358852,86.79176094016802
3,18,4,47814.64565665041,86.547701138217
3,18,5,47722.01783152299,86.77217041984372
3,18,6,47765.58642356713,86.68045163622986
3,19,0,46721.708561238134,76.28141365020694
3,19,1,46665.158076895794,76.30741108907944
3,19,2,40782.44556247893,83.79205403920723
3,19,3,46646.65677852179,76.31928439363459
3,19,4,46600.49664928327,76.32332992638966
3,19,5,46137.9315332366,77.81757845859046
3,19,6,46578.86599647588,76.34890976904533
3,19,7,46540.99662275525,76.37594327781765
3,19,8,46519.04377438447,76.3824295528807
3,19,9,46169.849571203915,76.60823853534187
3,19,10,41039.56600160868,81.92214008123982
3,19,11,41089.12052849546,81.68423087822138
3,19,12,46287.38551973779,76.58026118997611
3,19,13,46307.53452345977,76.49728248445577
3,19,14,41165.76342128504,80.65218625571988
3,19,15,41231.919343786605,80.583551601146
3,19,16,41147.58752393046,80.69219301302424
3,19,17,41139.58444639968,81.06576408858065
3,19,18,46236.68307928947,76.58887385705214
3,20,0,46593.197255121944,96.96344902702569
3,20,1,46604.08690199802,96.48949546615688
3,20,2,46605.57726125568,96.47165406971521
3,20,3,46605.65237515322,96.47142997992367
3,20,4,46611.89665550442,96.12005854851279
3,20,5,46614.09645307251,96.05566044950297
3,20,6,46621.79815419105,95.98578419972128
3,20,7,46690.75671881801,89.17681428548809
3,20,8,46672.418034477785,89.20789614481984
3,20,9,46671.6901666233,89.99520486674089
3,20,10,46640.374353792875,95.31747442253473
3,20,11,46705.01920605841,89.06014989857044
3,20,12,46707.6505575217,88.92147710096182
3,20,13,46733.482628712605,88.2950622659246
