instance,best_igd,mean_igd,std_igd,num_runs
1.0,0.8524469772817458,0.9556398565122236,0.0904641666664402,21.0
2.0,0.2340494260828752,0.3190213097581963,0.0492052251045255,21.0
3.0,0.239431124847859,0.4214281497522745,0.0836435017691591,21.0
4.0,0.2036711116411521,0.5035560786771965,0.1445330073255662,21.0
5.0,1.450308316149188,2.685986208593792,0.6957151143129584,21.0
6.0,0.6326139207155517,0.9547125436576877,0.2440431753519257,21.0
