instance,seed,solution_id,cost,tw_violation
1,0,0,28621.339818256307,274.4951898006216
1,0,1,28611.1589565377,274.5877106302092
1,0,2,28599.63143124915,274.60090013876186
1,0,3,28572.60410360252,274.6447684942138
1,0,4,28572.003548597328,274.64671880221636
1,0,5,27964.854993808534,278.65348967476734
1,0,6,28433.262759837977,275.02636118738684
1,0,7,28433.262759837977,275.02636118738684
1,0,8,28433.262759837977,275.02636118738684
1,0,9,28440.063485932144,274.6795540692085
1,0,10,27937.483930108967,279.0962329876014
1,0,11,28438.40202176259,274.7362323477698
1,0,12,28448.62256348042,274.6756784787357
1,0,13,27914.391234810144,279.1716819414481
1,0,14,28459.127872655758,274.65948229467597
1,0,15,27911.437608086424,279.2085834531519
1,0,16,27906.53939464057,279.2122795995379
1,0,17,27842.187188549186,280.0977276154129
1,0,18,27857.592348960912,280.0499651056223
1,0,19,27887.830763865888,279.40574296619167
1,0,20,27846.02759057215,280.08331070403295
1,0,21,27689.247020198243,282.57034724529717
1,0,22,27861.367972882068,280.0392882582011
1,0,23,28199.227893544474,276.80316267259144
1,0,24,27696.841289941225,282.5414000560392
1,0,25,28288.739637012957,275.387277228199
1,0,26,28288.317245041195,275.4027308356791
1,0,27,28277.793001064707,275.4890747857577
1,0,28,28284.40182293296,275.4240279939013
1,0,29,28305.611321299064,275.0581809831763
1,0,30,28213.374386456384,276.79764723105905
1,0,31,28213.374386456384,276.79764723105905
1,0,32,27703.096198750613,282.4231421371125
1,0,33,28148.29670726427,277.20378223510096
1,0,34,28302.589504757907,275.2163114599059
1,0,35,27704.473983319516,282.29315544374015
1,0,36,27757.042278005716,281.0651501967361
1,0,37,27754.684077824753,281.0788758556588
1,0,38,28229.67040596884,275.89777567057246
1,0,39,28229.21704608782,275.90030406293687
1,0,40,28228.020259527842,275.9164507031247
1,0,41,28235.11612933336,275.68702358881137
1,0,42,28235.11612933336,275.68702358881137
1,0,43,28142.294452822294,277.2850339239366
1,0,44,27712.906863336197,282.2241317588329
1,0,45,28226.72399088979,276.4446121578346
1,0,46,28226.72399088979,276.4446121578346
1,0,47,28233.936669789164,275.8384225482986
1,0,48,27726.069223712446,282.0379046491895
1,0,49,28240.95987219451,275.5511205063199
1,0,50,27746.379962704083,281.09744792465034
1,0,51,27727.308611145214,282.0249810148876
1,0,52,27745.791382356903,281.1692567736029
1,0,53,27745.791382356903,281.1692567736029
1,0,54,27728.07203888565,281.98226869242814
1,0,55,28137.95728813746,277.3465067759114
1,0,56,28075.739616454808,278.46403685818416
1,0,57,28101.420184309023,277.7850292618218
1,0,58,28077.322508389916,278.3838859885997
1,0,59,27734.386363936097,281.376094169045
1,0,60,28090.25896114089,278.0934737783727
1,0,61,28133.83180471677,277.35779890780765
1,0,62,28133.747034796645,277.5203133689737
1,0,63,28117.873529631026,277.72021583747534
1,0,64,28124.76520974109,277.5747078087014
1,0,65,28119.042611959623,277.58279973936504
1,0,66,28083.1975676875,278.28213515067574
1,1,0,27861.841140690318,276.67449812244024
1,1,1,27861.841140690318,276.67449812244024
1,1,2,27875.312370433003,276.1442436245807
1,1,3,27531.875396043924,290.7474491546608
1,1,4,27540.275364233352,290.34251575065304
1,1,5,27657.361707191143,285.5730169196326
1,1,6,27544.86955183801,289.72604491895936
1,1,7,27666.011408577084,285.40429505114787
1,1,8,27559.786718345385,289.57525858553083
1,1,9,27561.791344060333,286.70448410548346
1,1,10,28195.210283992255,274.89739709895406
1,1,11,28230.887709446728,272.02727846985323
1,1,12,28187.76762707104,274.9562553071497
1,1,13,28220.47000058113,272.72553811555514
1,1,14,27694.954545050332,285.20088734918016
1,1,15,27589.70334928099,286.4567033204423
1,1,16,27685.79556875106,285.3066925969623
1,1,17,27592.034438928946,285.98433967020554
1,1,18,27695.898018619788,284.82453631779106
1,1,19,27578.345247849444,286.70201161972096
1,1,20,27578.397974914828,286.49038163288617
1,1,21,28113.74200457031,275.74065959497295
1,1,22,27699.572860967353,281.8329307054428
1,1,23,27748.50473673087,279.5181104317282
1,1,24,28116.87179883352,275.5169082719257
