instance,seed,igd
5,0,2.109414275587734
5,1,2.0745589903132777
5,2,2.793898894446318
5,3,2.1247363728752298
5,4,2.4190243290676343
5,5,3.9574367753559003
5,6,2.4649210258809484
5,7,2.275843638909681
5,8,3.648874952598705
5,9,1.976026882820254
5,10,2.880217368954774
5,11,2.5619775827319233
5,12,3.3540809553411344
5,13,2.7583214004536774
5,14,3.860727856109525
5,15,3.509650696758969
5,16,1.450308316149188
5,17,2.150390014930949
5,18,1.9330909096774722
5,19,2.826425635101487
5,20,3.2757835064048497
