instance,seed,igd
5,0,1.5471117106015406
5,1,2.1939043181682876
5,2,0.46096338372908413
5,3,1.2668838469526007
5,4,2.8897986006429304
5,5,0.4959872962220057
5,6,0.8081718227497832
5,7,1.140702191051041
5,8,3.1749596738660246
5,9,1.842347347247211
5,10,1.7526446886256144
5,11,1.3073089652776322
5,12,2.3821252359246956
5,13,2.983231808230812
5,14,1.848752949906487
5,15,1.7517025482362405
5,16,1.804863980227938
5,17,2.178721238041491
5,18,0.38561265296242747
5,19,1.9516206900728406
5,20,2.2623309643207983
